nourishment,assistance,emergency
"[[405.47505819  10.13974287  56.32948564 ...   8.04224898  14.95949027
    8.23711666]
 [405.06709444  11.26689978  50.75164963 ...  -5.27872939  14.30233958
    5.90390659]
 [413.43452995  13.87098254  53.88589704 ...   1.66060137   3.0321378
   -5.66970491]
 ...
 [401.56830048  10.60692881  48.25584264 ...   0.94982045  -0.68759592
   -6.26400004]
 [408.21618018  13.40429596  55.19407347 ...   9.24662464   8.76379644
   -1.54927921]
 [411.2540432   10.78003595  46.82987364 ...   7.47192204   9.72886642
    2.49931471]]","[[ 5.08695008e+02 -6.13840806e+01  2.02143118e+01 ...  1.53658207e+00
  -1.41458151e+01  4.35441052e+00]
 [ 5.24290021e+02 -6.58574018e+01  7.12421030e+00 ...  8.11993214e-01
  -9.32201836e-02  1.15287232e+01]
 [ 5.35189863e+02 -7.80846702e+01  7.16655343e+00 ...  3.42355964e+00
  -1.09454692e+01 -9.89619126e+00]
 ...
 [ 6.12543143e+02  5.90980914e+01 -2.12397731e+01 ...  3.08345558e+00
  -1.24014379e+01 -1.41807735e+00]
 [ 6.07057027e+02  7.09121741e+01 -3.46928305e+01 ... -3.15361932e+00
  -1.32523925e+01  3.71581038e+00]
 [ 6.09259299e+02  8.03841336e+01 -4.22699706e+01 ... -5.03003633e+00
  -1.96429724e+01  6.72074056e+00]]","[[ 4.22327131e+02  2.99398317e-01  3.20966443e+01 ...  8.87149988e+00
   1.12853347e+01  6.21380285e+00]
 [ 4.21818220e+02  9.99437206e+00  3.84405153e+01 ...  4.11885447e+00
   5.82363891e+00 -3.83164895e+00]
 [ 4.07505216e+02  2.20041148e+00  3.64415438e+01 ...  2.61206927e+00
   1.66539541e+00 -9.98946486e-01]
 ...
 [ 4.16691446e+02  7.33963712e+00  4.04033358e+01 ... -3.61700292e+00
  -3.32157185e+00  3.32082385e+00]
 [ 4.07755288e+02  4.20539512e+00  3.86082371e+01 ... -2.14250374e+00
  -5.37073325e+00  6.15587875e+00]
 [ 4.04115200e+02 -2.81542793e+00  3.81762172e+01 ...  1.52547240e+00
   4.77738920e+00  2.13743937e+00]]"
"[[603.60010893  50.59359922  -7.42852697 ... -36.58281245  -8.90659713
   10.37064783]
 [569.67776729  44.61946221  -7.99790944 ... -54.8344758  -26.63243292
   10.09151946]
 [564.47985013  51.551926     8.79434912 ... -46.76084632 -24.27522647
   11.80375701]
 ...
 [407.22925918   7.98096462  63.73126412 ...   4.68646848 -14.0843345
   -3.89673869]
 [392.83299775  -7.61939703  48.54059016 ...  -2.65977358  -9.09076259
   -7.17294169]
 [404.81692624   7.78533279  58.17598881 ...   3.78688287  -2.4975491
   -4.83693823]]","[[ 6.15939027e+02  6.86407372e+01 -2.62620641e+01 ... -1.21666854e+01
  -1.07134109e+01 -7.27233401e-01]
 [ 6.18829426e+02  6.64629501e+01 -2.25282426e+01 ... -7.26535874e+00
  -1.43031913e+01  1.72997074e+00]
 [ 6.08031579e+02  5.34044814e+01 -2.55930074e+01 ... -4.36793844e+00
  -1.47269688e+01 -1.24159121e+01]
 ...
 [ 5.11776427e+02  4.48292556e+01  2.87652161e+01 ... -1.07310260e+01
   5.49524194e+00 -8.39033302e+00]
 [ 5.02285080e+02  4.43161306e+01  3.09679504e+01 ... -1.32051136e+01
   4.57202586e+00 -7.11057593e+00]
 [ 4.82682023e+02  2.52634305e+01  3.57226676e+01 ... -1.28987827e+01
   1.12033450e+00 -2.16532721e-01]]","[[ 4.30268073e+02 -1.33683495e+01  2.39097037e+01 ... -4.51680964e+00
  -9.38704546e+00 -1.48334939e+01]
 [ 4.79616877e+02 -1.72527694e+01  1.54484623e+01 ...  1.09878239e+00
  -2.53833356e+00 -1.88594708e+01]
 [ 4.30943375e+02 -9.64594340e+00  3.88081370e+01 ...  5.22433556e+00
  -4.72929841e+00 -9.26527667e+00]
 ...
 [ 4.01997738e+02  1.01077088e+01  4.61227997e+01 ...  2.56100709e+00
   2.49577224e+00 -7.16997308e-02]
 [ 4.09530679e+02  8.61635323e+00  3.83876560e+01 ...  1.27763605e+01
  -3.78558165e+00 -2.14011941e+00]
 [ 4.06843248e+02  7.85125476e+00  5.50298761e+01 ...  8.01417157e+00
   2.37884954e+00  1.23872769e+01]]"
"[[454.31556662   9.02916837  40.04725717 ...  13.46150551   3.7133732
   12.33362555]
 [432.02147005  13.45569206  33.36612494 ...   5.27368134  -8.96253052
   12.90155818]
 [436.27742507   8.80714985  36.14606725 ...  -5.03069767 -17.18603723
   -7.81948539]
 ...
 [694.17424517  49.80463414 -52.1590945  ... -36.09479346  -3.81698432
   20.51741912]
 [685.91519733  47.64754397 -46.0481782  ... -40.85523303 -10.24702402
   24.05876372]
 [678.66853836  48.57051631 -41.18944992 ... -34.56449971 -11.71559447
   19.01329533]]","[[ 5.21136204e+02  3.51029842e+01  3.24981895e+01 ...  6.68475307e+00
  -7.07125966e+00  4.41952501e+00]
 [ 5.18520317e+02  3.48233584e+01  3.60850256e+01 ... -1.27706563e+01
  -5.87598977e+00  4.78378878e+00]
 [ 5.11513360e+02  3.02580210e+01  3.57728195e+01 ... -1.27142864e+01
  -6.64256565e+00 -1.53679853e-01]
 ...
 [ 4.58228694e+02  1.93214795e+00  2.16277528e+01 ... -9.46215097e+00
   8.92169384e+00 -1.00932922e+01]
 [ 4.31840345e+02 -1.50755568e+01  1.78900571e+01 ... -1.08688941e+01
   1.38424854e+01 -7.86697100e+00]
 [ 4.39206181e+02 -2.39245595e+01  2.01814639e+01 ... -7.05074242e+00
   2.50209717e+00  3.27616875e-01]]","[[ 4.60436129e+02  1.45703074e+01  3.37955245e+01 ... -4.78050617e+00
   4.15048682e+00  9.98381310e+00]
 [ 4.40435617e+02  1.74440643e+01  3.11387809e+01 ...  5.97421762e+00
   4.83613662e-01 -2.03363643e+00]
 [ 4.37404133e+02  2.30753756e+01  2.47086326e+01 ... -8.23601678e+00
  -9.15857257e+00 -4.14348356e+00]
 ...
 [ 4.99123025e+02 -6.83439723e+01  2.58652915e+01 ... -4.03971897e+00
   1.33528589e+01  1.39901173e-01]
 [ 4.70573523e+02 -4.15948147e+01  2.95830757e+01 ... -1.09570532e+01
   1.08953740e+01 -7.89556404e+00]
 [ 4.64389284e+02 -5.97781280e+00  1.77435780e+01 ... -2.14476082e+00
   8.23515475e+00  2.49517623e+00]]"
"[[ 4.28935126e+02  1.37985656e+01  4.30370460e+01 ...  1.83871765e+00
   1.99777545e+00  4.58154341e+00]
 [ 4.22482963e+02  1.18798168e+01  5.54974381e+01 ...  4.76390790e+00
  -1.31977539e+00  2.72019693e+00]
 [ 4.13392942e+02  1.73833744e+01  4.77513033e+01 ...  5.99968848e+00
  -1.77634655e+00  3.17179370e+00]
 ...
 [ 4.17821528e+02  9.23096119e+00  3.58089937e+01 ...  4.20448261e-01
  -8.65227238e+00 -1.06135418e+01]
 [ 4.16111132e+02  1.37896546e+01  4.72355763e+01 ... -6.68229054e+00
  -1.84274611e+00  1.20688834e+00]
 [ 4.11102507e+02 -2.51508655e+00  3.60898313e+01 ...  7.48454461e-02
   7.49046638e-01 -1.74071713e+00]]","[[412.95018656  -0.7549492   38.39102165 ...   0.85409807  -8.29115083
  -13.53095099]
 [416.96011601  -5.78710238  33.39893276 ...  -1.7984929   -2.62471357
  -10.39055774]
 [401.02718495  -2.47370234  41.14881987 ...  -5.93943872   2.35720751
   -9.49069117]
 ...
 [664.9861323  -31.30977105 -28.4897958  ... -42.95710399 -14.93686303
  -10.66542847]
 [647.47318101 -65.63938517 -34.45532678 ... -36.8616932  -22.27237201
  -10.14537905]
 [626.36399093 -68.19226815 -23.10640026 ... -23.89168247 -26.25419015
  -14.93813574]]","[[ 4.17927176e+02  1.88105969e+01  3.84607925e+01 ...  3.40399239e+00
  -9.21400163e+00  1.26042857e-01]
 [ 4.17757566e+02  1.28519965e+01  3.92957253e+01 ...  1.06299089e+01
   4.98616254e-01 -1.71999518e+00]
 [ 4.10601368e+02  8.28473337e+00  4.49378005e+01 ...  2.90478027e+00
  -3.06011226e+00  1.90570752e+00]
 ...
 [ 3.93195474e+02 -6.78072811e+00  4.92038634e+01 ... -7.34323347e+00
  -1.02547294e+01 -1.45005655e+01]
 [ 3.90983512e+02  1.47781094e+00  4.68144811e+01 ... -2.10218682e+00
  -3.96912420e+00 -3.56838167e+00]
 [ 4.04620424e+02 -9.61017926e+00  3.95783161e+01 ... -5.98416736e+00
   9.60159843e-01  5.49303713e+00]]"
"[[ 4.19861573e+02  1.31965090e+01  4.64802470e+01 ... -2.91291938e+00
   1.15760245e+01  1.37724301e+01]
 [ 4.15462562e+02  9.85057996e+00  4.71066616e+01 ...  3.41833530e-01
  -9.76758689e-01  2.34473323e+00]
 [ 4.08602121e+02  1.98672974e+01  5.06268842e+01 ... -1.86557931e+00
  -2.62930313e+00 -5.73477336e+00]
 ...
 [ 5.45159067e+02  8.30944177e+01  6.96758235e+01 ...  3.42982093e-01
  -1.11245068e+01  2.29889535e+01]
 [ 5.80292131e+02  8.11294196e+01  4.90786276e+01 ... -1.75132032e+00
  -1.82538805e+01  6.21611182e+00]
 [ 6.25202833e+02  8.21985993e+01  3.48773370e+01 ... -3.74743899e+00
  -1.24135746e+01  4.69648486e+00]]","[[419.88602998   4.07530588  31.68716272 ... -10.51472529   2.22267536
    5.47704086]
 [400.84998417  -2.98547564  40.1911023  ...   3.9053232   10.03492659
    9.85864331]
 [409.68750422  -3.59106135  44.93550203 ...  -2.82799656   6.7396834
    7.91479976]
 ...
 [589.00365378  71.69349944 -31.42204403 ...  -3.18465017 -20.98621722
    2.1763923 ]
 [595.24325691  67.52814849 -32.48257279 ...  -3.87712287 -11.99228865
   -2.94692453]
 [598.87813544  62.64380556 -28.33779984 ... -10.68123193  -8.26701801
   -4.32205403]]","[[487.76611164 -29.62371381  16.17212604 ...   5.00681608 -11.68215773
    3.31955073]
 [495.26052955 -35.06932778   8.28562146 ...  11.41127005  -9.19120706
   -0.58267739]
 [496.40435768 -33.81595058  16.29930671 ...  11.88475173  -2.55068471
   -3.3118242 ]
 ...
 [419.21330117  17.58835468  39.56662907 ...  -2.85666922  -1.47011741
   -4.60184904]
 [420.35745823   4.66797069  34.20311249 ...  14.04080738  -0.79681468
   -2.58570576]
 [422.76704965   9.31303285  33.06898148 ...   5.51192394  -5.02500158
    1.42533474]]"
"[[581.39654924  37.76793452   5.07046878 ... -37.7417418  -28.41494086
   -8.15247191]
 [559.33975912  31.21842649 -11.84315567 ... -41.24327769 -24.46302003
   -6.01484133]
 [553.44051796  28.1634103   -8.24938104 ... -46.70134474 -17.37074974
    4.2690661 ]
 ...
 [422.91449098  -1.28978347  26.79306882 ...   3.21341347 -12.69523882
    5.61547927]
 [428.94832261  11.95222161  29.56829968 ... -17.03640484 -13.61736483
    9.38367472]
 [416.90779127   6.30900464  30.28568128 ... -12.46230539  -0.68614816
    1.73101166]]","[[ 4.20573840e+02 -5.95045026e-01  3.50094925e+01 ...  5.01722116e+00
   3.11598499e+00 -6.40680549e+00]
 [ 3.99560990e+02 -4.02561535e+00  4.46463911e+01 ...  1.22951132e+01
   4.37569411e+00  1.16444362e+00]
 [ 4.05954781e+02  5.45637230e+00  5.27840163e+01 ...  7.92572894e+00
  -2.84889095e-01 -7.39996356e+00]
 ...
 [ 4.32731580e+02  8.19436953e+00  3.74465897e+01 ...  6.33909259e+00
  -3.50759928e-01  1.74727279e+01]
 [ 4.32923130e+02  6.20463394e+00  3.43240440e+01 ...  2.06176726e+00
   5.27459037e+00  1.17309027e+01]
 [ 4.34971789e+02  8.33613871e+00  3.51167480e+01 ...  4.08890800e+00
   1.15680013e+01  2.27651173e+01]]","[[ 4.06123940e+02 -8.92756722e+00  3.54070442e+01 ...  5.71970708e-01
   1.51697262e+00  2.73847731e+00]
 [ 4.13860492e+02  3.71855364e+00  4.19015178e+01 ... -4.54262173e+00
   2.51492646e+00  5.74323787e+00]
 [ 4.04962516e+02  7.03155821e+00  4.09621061e+01 ... -3.55441234e+00
   5.79174585e+00 -4.48487274e-01]
 ...
 [ 4.78234917e+02 -1.31475514e+01 -1.44945937e+01 ... -2.99005446e+01
  -4.25411096e+00  6.46116900e+00]
 [ 4.84707962e+02 -1.97641931e+01 -1.34898438e+01 ... -3.11411555e+01
  -3.40088290e+00  1.40201063e+01]
 [ 5.08254646e+02 -2.08005431e+01 -6.41983383e+00 ... -2.12345893e+01
   1.25851507e+01  1.74573929e+01]]"
"[[405.33032494   0.86219493  38.82352278 ...  -8.85869032  -2.7906661
   -3.82250248]
 [405.27575459  -4.84994455  31.77296263 ...  -6.76112177   3.70609941
    5.7875979 ]
 [402.80429887  -4.95339597  40.87806388 ...   2.40967804  -0.89319061
   -3.60852403]
 ...
 [412.48534449  11.90070122  48.26537382 ...  -2.33040237   8.51278995
    3.93475054]
 [411.82529732   2.6568572   46.05142244 ...   7.46966769   4.93593702
    0.9147671 ]
 [410.9691352    7.60684326  36.55649811 ...  -1.46498753  -1.23909623
   -3.04432296]]","[[ 4.28625791e+02 -1.41840545e+01  2.32699122e+01 ...  4.58658027e+00
  -1.37579040e+01 -2.37780273e+01]
 [ 4.36498686e+02 -9.40665275e+00  1.67672853e+01 ...  1.64881158e+00
  -1.13372612e+01 -2.15910481e+01]
 [ 4.44683352e+02 -6.61421674e+00  1.79229615e+01 ...  3.29295615e+00
   2.76121751e+00 -1.55109339e+00]
 ...
 [ 4.00621804e+02 -8.74865078e+00  3.41236724e+01 ... -4.60329553e+00
  -1.14654628e+00 -8.74943955e+00]
 [ 4.06252909e+02  6.24619541e+00  3.99319983e+01 ...  1.63663223e+00
  -8.24795355e+00 -2.48141559e-01]
 [ 4.04812818e+02  1.38793375e+00  3.82024782e+01 ...  5.28041742e+00
  -2.94113669e-01 -1.71612512e+00]]","[[ 4.10937495e+02  7.93029219e+00  4.14059335e+01 ... -2.30050819e+00
   1.02471157e+01 -9.22555413e+00]
 [ 3.97453334e+02  2.61352477e+00  3.47501345e+01 ... -3.39063554e+00
   2.70506489e+00 -9.51230511e+00]
 [ 4.05008503e+02  9.52618910e+00  2.58353203e+01 ... -3.10351410e-01
   5.78323946e+00 -8.22597927e-01]
 ...
 [ 4.11180742e+02 -1.55471711e+00  2.52820601e+01 ... -5.58875439e-02
   3.23330920e-01 -4.62498720e+00]
 [ 4.10210303e+02  6.38375288e+00  3.87261401e+01 ...  8.58823848e+00
   1.28205964e+00  6.88829480e+00]
 [ 4.25785704e+02  3.91165192e+00  3.36486983e+01 ...  5.66280696e+00
  -3.52196169e+00 -5.09870635e-01]]"
"[[ 8.06575402e+02  5.54255177e+00 -3.83349529e+01 ... -1.81616831e+01
   3.04045018e+00 -1.87056381e+01]
 [ 8.12172199e+02  2.70744838e+00 -4.74183840e+01 ... -1.65903006e+01
  -6.06743825e-01 -1.95797896e+01]
 [ 8.06486592e+02 -3.09840633e+00 -5.73808791e+01 ... -2.23446420e+01
  -8.33950101e+00 -1.95514228e+01]
 ...
 [ 4.19199159e+02  1.13156520e+01  4.21991788e+01 ...  5.13434714e+00
   2.57457495e+00  3.34566387e+00]
 [ 4.01773043e+02 -1.33795196e+00  3.18395631e+01 ...  6.83605720e+00
   2.43883826e+00 -1.74743204e+00]
 [ 4.03165026e+02  2.61349110e+00  4.36856668e+01 ...  6.97849071e+00
  -1.08618407e+01 -7.91613830e+00]]","[[453.56406373   1.14252508  23.46636106 ...  -7.11818538  -2.76770361
   -6.1263701 ]
 [450.92323677   1.92420472  31.77234124 ...  -5.13778442   3.24033442
  -13.11487385]
 [437.33645459   1.82908247  29.76456337 ...  -3.62236854  -2.77558091
   -9.86062602]
 ...
 [416.67936501  -4.74637152  30.92073599 ... -11.32415693  -7.2699289
   15.16644793]
 [418.81966743  -4.11295481  22.61039697 ... -15.8258842  -13.3812475
    8.13159081]
 [421.13226392   0.76953     12.29596552 ...  -9.15200026  -4.68911492
    8.23013144]]","[[470.92014555  -2.10248087  32.1250997  ...   8.1957022    9.8705353
   11.21718732]
 [413.3280391    3.66935054  42.44660606 ...   1.53692012   2.74604493
   15.02626968]
 [418.34325541  10.80957439  49.79085876 ...   7.94880289  -0.88124247
    4.88484735]
 ...
 [411.24943587   6.51865037  39.302616   ...  12.95632586  13.84794306
   11.58831821]
 [413.91409384   6.17929151  32.30716493 ...  -4.07823825   8.27841981
    5.67340094]
 [419.68659777   3.80885022  41.15251503 ...  -4.39118381   1.79473757
    4.64535923]]"
"[[ 4.19932103e+02  8.82266100e+00  4.82362715e+01 ...  1.65186545e+01
   9.12382042e+00  1.52740833e+00]
 [ 4.03737082e+02  9.11702675e+00  5.41189512e+01 ...  6.53137255e+00
   4.05244960e+00 -4.80331210e+00]
 [ 4.06103346e+02  7.48855643e+00  4.98904831e+01 ...  8.91647076e+00
   4.26703857e-02 -1.39176769e+00]
 ...
 [ 6.95088198e+02  4.28223184e+01 -4.80698978e+01 ... -3.32261477e+01
  -1.16764803e+01  1.06828885e+01]
 [ 6.81284291e+02  3.61212553e+01 -4.98728103e+01 ... -3.71794220e+01
  -1.94645360e+01  2.57366668e+00]
 [ 6.70614397e+02  4.68229098e+01 -4.85487328e+01 ... -3.55001167e+01
  -2.22216985e+01  4.24615536e+00]]","[[619.92620064  61.99711297 -26.53177474 ... -21.18029955  -1.10067466
    3.80059203]
 [614.23924948  54.71233506 -32.75800441 ... -18.57875129 -12.7595388
    1.3728022 ]
 [608.33673691  43.052814   -34.31405042 ... -18.94171709 -24.63183435
  -11.52546689]
 ...
 [421.85641385  13.11214445  42.35011955 ...   0.84001664   1.66137405
   14.85231085]
 [417.95752642  11.03462012  53.12364556 ...   7.34389443  15.0832861
   16.16722811]
 [399.39365848   6.78178078  59.10766988 ...   9.77112357  13.26828766
    3.50119381]]","[[ 7.76243894e+02  9.88490358e+00 -7.39421341e+01 ... -2.79960760e+01
   1.90501504e+00  1.62664952e+01]
 [ 7.65371503e+02  9.68763185e+00 -8.23475022e+01 ... -2.97218286e+01
   1.51172212e+00  1.26591359e+01]
 [ 7.52283668e+02  2.91877348e+01 -6.50325524e+01 ... -3.30931723e+01
   9.27800967e+00  9.23494539e+00]
 ...
 [ 3.93497367e+02 -4.07959771e+00  3.07817427e+01 ...  9.16343960e+00
   5.91176773e+00 -6.23468115e+00]
 [ 4.04839180e+02  8.61246021e+00  4.96668400e+01 ... -8.39352051e+00
  -4.65048838e+00 -1.00498433e+00]
 [ 4.05918151e+02  3.86132703e-01  4.42644579e+01 ... -6.16764645e+00
   2.49094789e+00 -1.36664080e+01]]"
"[[ 4.24566024e+02 -4.92639222e+00  1.92113749e+01 ...  7.10094747e+00
  -2.12744671e+00 -7.36461576e-01]
 [ 4.29466676e+02 -7.99763908e+00  2.63490568e+01 ...  9.54644089e+00
   8.76449566e+00  4.22496149e+00]
 [ 4.28492880e+02 -6.62520541e+00  2.31501069e+01 ...  1.30448572e+00
   5.62096403e+00  4.91052393e+00]
 ...
 [ 3.96949676e+02  6.70197046e+00  6.71163155e+01 ...  9.48971953e+00
   1.52062399e+01  1.08231840e+01]
 [ 4.09092189e+02  9.63215288e+00  4.60879202e+01 ... -6.15317439e+00
   8.90665870e-01  1.86672202e+00]
 [ 4.06685029e+02  6.39348273e+00  5.01506235e+01 ...  6.20621092e+00
  -1.95719230e+00  1.59335260e-01]]","[[ 4.85057461e+02  4.88016179e+01  5.58397424e+01 ... -1.53217151e+01
   1.12956314e+01 -4.32831127e-01]
 [ 4.69043586e+02  4.41822395e+01  4.07327749e+01 ...  7.41871479e+00
   1.12657037e+01 -7.49873110e+00]
 [ 4.66262557e+02  3.15316805e+01  3.80945142e+01 ...  6.98893446e+00
   4.03922213e+00 -9.78283847e+00]
 ...
 [ 4.70567342e+02 -5.51385669e+00  3.61704381e+00 ... -1.23106084e+01
  -1.63625968e+01 -1.19481778e+01]
 [ 4.75012401e+02  2.20521035e+00  8.31994360e+00 ... -7.82136889e+00
  -6.88892959e+00  7.67362790e+00]
 [ 4.76084349e+02  2.59798159e+00  9.60480498e+00 ... -7.20634824e+00
  -9.54745631e-01  1.53790683e+01]]","[[ 4.17634194e+02 -1.93665879e+00  2.64896150e+01 ... -1.71358519e+00
  -2.09880657e+00 -6.26922442e+00]
 [ 4.17937005e+02  1.07954951e+01  3.11218584e+01 ... -4.11805293e+00
   1.45169943e+00 -4.24899792e+00]
 [ 4.16131535e+02 -3.43916414e+00  2.80450243e+01 ... -6.50498827e+00
   1.77422244e+00 -4.47481531e+00]
 ...
 [ 4.22321247e+02  1.95428744e+00  3.60291017e+01 ...  7.34237765e+00
   2.11036553e+00  1.10732696e+01]
 [ 4.28928996e+02  9.95635742e-01  4.12964711e+01 ...  6.69057625e+00
   4.97657974e+00  1.58747036e+01]
 [ 4.24970006e+02  4.47797954e+00  3.34322614e+01 ...  1.48620444e-01
   5.32941914e+00  4.92775912e+00]]"
"[[ 4.16805483e+02  9.31059482e+00  4.46667825e+01 ...  1.63374666e+01
   1.36568776e+01  2.62199964e+00]
 [ 4.21018043e+02  2.31910197e+01  5.49343738e+01 ...  7.26705490e+00
   9.05595019e+00 -6.87218993e-01]
 [ 4.12005136e+02  1.20766424e+01  6.12747032e+01 ...  6.20963638e-01
   6.67589410e+00 -3.75397087e-01]
 ...
 [ 4.09448583e+02  1.31082136e+01  4.73470669e+01 ...  7.72262872e+00
   1.12537117e+01  3.88223566e+00]
 [ 4.07705637e+02  8.69896561e+00  3.71458364e+01 ... -1.01088674e+01
   1.20545267e+00 -6.06820971e+00]
 [ 4.07938762e+02  1.39315307e+00  3.72239695e+01 ...  4.40547627e+00
  -1.26459137e+00  4.87898786e-01]]","[[400.19385694  -1.52176951  45.53960121 ...   2.29952049   4.47347167
    2.36921619]
 [401.60715211   6.97736578  44.12219098 ...   7.98752329   8.34490112
    1.06559571]
 [412.66828356  11.6395775   49.62360505 ...  -4.79353909 -11.04020641
   -5.23136386]
 ...
 [423.00115153  11.045766    45.07761425 ...   3.2672771   -0.80935875
    6.95044954]
 [425.26978308  19.09676115  52.91314077 ...   2.46659214   5.2650328
    5.5426005 ]
 [414.50367263  11.56157046  57.39067623 ...   3.32235509   1.72061306
   -5.59606637]]","[[608.28355325 -48.71702425 -39.7608344  ... -35.61720348  -4.31545191
   -4.54664166]
 [653.26192979 -13.22967251 -14.26177438 ... -37.07572537 -16.33203418
   -6.80368905]
 [684.81628737 -17.74093562 -13.86498885 ... -38.46496802 -21.88486434
    1.20783225]
 ...
 [461.1632085    2.76158621  13.19830544 ...  -7.12264107  -9.01352956
   -5.66953052]
 [459.35349958  19.7457226   24.00833594 ...  -4.77561696   3.01520744
   -6.53796595]
 [461.80290152  20.77416504  33.52610581 ...  -3.79767456   5.05813996
   -9.007096  ]]"
"[[441.85898841   5.72465277  43.93613646 ...  13.16172303   9.74483501
   11.41669517]
 [418.62537076   9.64566776  43.91652138 ...   3.19419153   6.03951379
   14.40360188]
 [421.02976478  13.73253769  48.33542218 ...   5.92955278  -0.77998048
    8.29050887]
 ...
 [409.56464097  -2.32351128  39.55435797 ...   8.41152971   9.02159818
    3.8874398 ]
 [411.82649907   9.33198541  51.12495251 ...   6.40947312  -1.05928821
   -2.6720369 ]
 [405.8318114    5.28831294  37.7399172  ...  11.54580568   7.16292079
   10.33529045]]","[[ 4.37257462e+02  4.02219006e-01  3.05445086e+01 ... -6.19075019e-01
   5.43339246e+00  1.31262190e+01]
 [ 4.21858244e+02  5.53903705e+00  4.26001765e+01 ...  4.89626991e+00
  -3.90188477e+00  1.20470237e+01]
 [ 4.14769807e+02  6.37059091e+00  4.35892701e+01 ...  8.26788243e+00
  -7.67666429e+00  4.53162839e+00]
 ...
 [ 4.12629234e+02 -3.12920346e-01  4.36853736e+01 ...  1.14057444e+01
   6.43370483e-03 -6.88279429e+00]
 [ 4.09403884e+02 -6.29493052e-01  4.49851987e+01 ... -4.89908031e+00
   5.44062686e+00  8.39924217e+00]
 [ 4.11632888e+02  1.20956607e+01  4.83838284e+01 ...  2.65734461e-01
  -4.36364220e+00 -7.59197845e-01]]","[[ 4.57705314e+02 -1.60943361e+01  1.64251235e+01 ...  4.23174474e+00
  -1.21114898e-01  1.42290287e+01]
 [ 4.59413068e+02 -2.05437734e+01  1.63749041e+01 ...  5.97899263e+00
   1.05344131e+00  4.26769666e+00]
 [ 4.97332550e+02 -2.61522007e+01  7.63923270e+00 ...  1.29236635e+01
   2.34667001e+00 -8.75737598e-02]
 ...
 [ 4.36352371e+02 -7.11426709e+00  3.26509883e+01 ...  1.75628682e+00
   1.27687998e+01  8.95845718e+00]
 [ 4.36925944e+02  8.29164733e-01  3.70598347e+01 ... -1.56398665e+00
   7.42603789e+00  6.15592217e+00]
 [ 4.34041424e+02 -7.31955072e+00  2.11514524e+01 ... -1.24771378e+01
  -7.23614714e+00  2.18118836e+00]]"
"[[ 6.27297375e+02  5.79215326e+01 -2.76306194e+01 ... -1.27822127e+01
  -1.93640760e+01  8.53024252e+00]
 [ 6.45289606e+02  7.07557681e+01 -5.17901493e+01 ... -1.49098388e+01
  -2.21879848e+01  1.28972178e+01]
 [ 6.54559453e+02  6.70751594e+01 -6.21045648e+01 ... -2.04897912e+01
  -2.32165713e+01  2.11350891e+01]
 ...
 [ 4.65683194e+02  1.47196125e+01  2.27609736e+01 ... -4.52733675e+00
  -9.36842862e+00  6.03423915e+00]
 [ 4.42966151e+02  3.34619469e+00  9.17315120e+00 ... -7.02778175e+00
  -6.23760402e+00 -2.69014292e-01]
 [ 4.48225250e+02  1.65553313e+01  2.39821523e+01 ... -1.00760242e+01
  -1.02122019e+01  1.39840376e+00]]","[[ 4.34626135e+02  4.40137761e+00  3.45875479e+01 ...  6.83966855e+00
   1.02736780e+01  7.40392855e+00]
 [ 4.20253131e+02  1.75990916e+01  5.06793812e+01 ... -4.11245254e+00
   7.41789324e+00 -8.40704793e+00]
 [ 4.00746383e+02  7.16771593e+00  5.12989698e+01 ...  6.88581726e+00
   3.57537404e+00  3.19036040e-01]
 ...
 [ 4.13239585e+02  3.66885917e+00  4.80950851e+01 ... -5.17149067e+00
  -6.87015648e-01 -6.64558969e-02]
 [ 4.19645304e+02 -4.75267922e-02  3.64786415e+01 ... -6.38956612e+00
  -4.09344146e+00 -6.18588492e+00]
 [ 4.28560732e+02  1.46504013e+01  3.90112952e+01 ...  2.84483065e+00
   3.54049404e+00 -1.10156410e+01]]","[[463.02754744 -41.69680013  -3.93309896 ... -15.45543426  -9.69498729
    4.59834214]
 [483.62011107 -15.68955816   9.08338237 ... -11.0724702   -4.09137566
    8.1933659 ]
 [469.33956506 -12.19339134  10.98133464 ...  -6.90494765   1.41776158
    7.1500054 ]
 ...
 [597.9822436  -35.70645155 -26.41494607 ... -23.65467136  16.1075302
   21.33781986]
 [586.82455521 -37.86935773 -33.09798055 ... -24.652558     9.57182051
    3.55487367]
 [603.78305352 -31.65826344 -29.54185194 ... -20.94573768  -0.71430132
    4.49091554]]"
